Date,UNITED KINGDOM MID GROWTH Mid Cap
2004-01-30,469.737
2004-02-27,502.304
2004-03-31,495.818
2004-04-30,479.831
2004-05-31,487.1
2004-06-30,495.485
2004-07-30,473.139
2004-08-31,465.811
2004-09-30,478.742
2004-10-29,495.805
2004-11-30,544.25
2004-12-31,558.974
2005-01-31,556.568
2005-02-28,586.608
2005-03-31,569.132
2005-04-29,563.711
2005-05-31,564.176
2005-06-30,572.97
2005-07-29,586.805
2005-08-31,607.203
2005-09-30,611.576
2005-10-31,592.006
2005-11-30,618.171
2005-12-30,646.006
2006-01-31,695.328
2006-02-28,691.521
2006-03-31,706.696
2006-04-28,744.334
2006-05-31,727.631
2006-06-30,724.527
2006-07-31,751.44
2006-08-31,779.941
2006-09-29,785.693
2006-10-31,828.118
2006-11-30,855.923
2006-12-29,903.38
2007-01-31,894.911
2007-02-28,892.114
2007-03-30,929.747
2007-04-30,964.985
2007-05-31,1000.0
2007-06-29,988.731
2007-07-31,964.131
2007-08-31,947.177
2007-09-28,963.847
2007-10-31,1030.309
2007-11-30,934.33
2007-12-31,898.865
2008-01-31,832.227
2008-02-29,828.668
2008-03-31,802.35
2008-04-30,817.175
2008-05-30,821.887
2008-06-30,777.865
2008-07-31,748.609
2008-08-29,737.553
2008-09-30,616.47
2008-10-31,456.495
2008-11-28,438.229
2008-12-31,423.243
2009-01-30,416.738
2009-02-27,392.632
2009-03-31,404.065
2009-04-30,457.146
2009-05-29,519.088
2009-06-30,514.786
2009-07-31,552.101
2009-08-31,580.194
2009-09-30,602.344
2009-10-30,613.902
2009-11-30,644.16
2009-12-31,669.309
2010-01-29,638.604
2010-02-26,626.888
2010-03-31,676.693
2010-04-30,688.935
2010-05-31,622.925
2010-06-30,626.358
2010-07-30,689.258
2010-08-31,665.632
2010-09-30,742.913
2010-10-29,760.807
2010-11-30,723.425
2010-12-31,784.525
2011-01-31,801.693
2011-02-28,837.325
2011-03-31,814.413
2011-04-29,875.108
2011-05-31,860.935
2011-06-30,833.106
2011-07-29,826.548
2011-08-31,782.132
2011-09-30,705.93
2011-10-31,781.383
2011-11-30,754.09
2011-12-30,747.089
2012-01-31,780.729
2012-02-29,845.135
2012-03-30,850.103
2012-04-30,851.597
2012-05-31,767.387
2012-06-29,802.023
2012-07-31,815.532
2012-08-31,860.472
2012-09-28,886.711
2012-10-31,891.618
2012-11-30,919.797
2012-12-31,927.67
2013-01-31,953.874
2013-02-28,949.149
2013-03-29,978.455
2013-04-30,998.915
2013-05-31,1013.032
2013-06-28,969.853
2013-07-31,1051.067
2013-08-30,1047.872
2013-09-30,1119.144
2013-10-31,1160.985
2013-11-29,1167.629
2013-12-31,1220.568
2014-01-31,1190.848
2014-02-28,1286.342
2014-03-31,1239.792
2014-04-30,1258.158
2014-05-30,1279.616
2014-06-30,1275.241
2014-07-31,1238.319
2014-08-29,1253.644
2014-09-30,1167.761
2014-10-31,1165.361
2014-11-28,1184.854
2014-12-31,1196.04
2015-01-30,1181.171
2015-02-27,1256.717
2015-03-31,1187.192
2015-04-30,1264.154
2015-05-29,1291.146
2015-06-30,1265.484
2015-07-31,1293.945
2015-08-31,1227.994
2015-09-30,1171.735
2015-10-30,1246.193
2015-11-30,1233.481
2015-12-31,1211.176
2016-01-29,1101.597
2016-02-29,1093.129
2016-03-31,1152.031
2016-04-29,1152.56
2016-05-31,1165.614
2016-06-30,1050.408
2016-07-29,1119.936
2016-08-31,1116.762
2016-09-30,1096.777
2016-10-31,998.329
2016-11-30,1001.266
2016-12-30,1026.969
2017-01-31,1076.47
2017-02-28,1081.262
2017-03-31,1102.868
2017-04-28,1156.758
2017-05-31,1187.594
2017-06-30,1143.728
2017-07-31,1176.834
2017-08-31,1172.321
2017-09-29,1219.966
2017-10-31,1225.078
2017-11-30,1212.445
2017-12-29,1257.096
2018-01-31,1315.977
2018-02-28,1234.209
2018-03-30,1249.081
2018-04-30,1287.609
2018-05-31,1305.715
2018-06-29,1285.348
2018-07-31,1281.862
2018-08-31,1265.542
2018-09-28,1259.863
2018-10-31,1122.189
2018-11-30,1102.347
2018-12-31,1077.068
2019-01-31,1164.141
2019-02-28,1190.486
2019-03-29,1172.285
2019-04-30,1237.589
2019-05-31,1167.994
2019-06-28,1237.317
2019-07-31,1236.645
2019-08-30,1204.046
2019-09-30,1239.775
2019-10-31,1278.575
2019-11-29,1326.946
2019-12-31,1392.721
2020-01-31,1354.856
2020-02-28,1214.126
2020-03-31,959.504
2020-04-30,1071.551
2020-05-29,1160.947
2020-06-30,1150.925
2020-07-31,1205.642
2020-08-31,1303.488
2020-09-30,1279.267
2020-10-30,1223.09
2020-11-30,1344.612
2020-12-31,1447.846
2021-01-29,1452.24
2021-02-26,1457.606
2021-03-31,1495.624
2021-04-30,1595.25
2021-05-31,1664.452
2021-06-30,1639.228
2021-07-30,1705.594
2021-08-31,1750.549
2021-09-30,1686.118
2021-10-29,1768.638
2021-11-30,1690.075
2021-12-31,1806.463
2022-01-31,1618.622
2022-02-28,1581.879
2022-03-31,1508.552
2022-04-29,1391.529
2022-05-31,1326.108
2022-06-30,1192.997
2022-07-29,1322.247
2022-08-31,1173.85
2022-09-30,1034.409
2022-10-31,1125.463
2022-11-30,1258.513
2022-12-30,1225.598
2023-01-31,1373.597
2023-02-28,1378.308
2023-03-31,1442.136
2023-04-28,1522.883
2023-05-31,1452.456
2023-06-30,1491.49
2023-07-31,1600.836
2023-08-31,1542.441
2023-09-29,1442.463
2023-10-31,1325.727
2023-11-30,1506.837
2023-12-29,1635.347
2024-01-31,1607.198
2024-02-29,1688.259
2024-03-29,1706.664
2024-04-30,1601.606
2024-05-31,1631.434
2024-06-28,1632.108
2024-07-31,1692.11
2024-08-30,1703.629
2024-09-30,1710.37
2024-10-31,1583.74
2024-11-29,1696.422
2024-12-31,1649.694
2025-01-31,1722.093
2025-02-28,1707.4
2025-03-31,1626.978
2025-04-30,1719.762
2025-05-30,1798.537
2025-06-30,1853.57
2025-07-31,1836.365
2025-08-29,1903.32
2025-09-30,1953.399
2025-10-31,1966.059
2025-11-28,1935.018
2025-12-31,1993.749
